"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Pet Quartet","Standalone","For Sale","USD",20,"N/A","N/A","GameHead","1629","N/A","N/A",35,"457020","777948","","0000-00-00","Q2 2026",""
"Wild Magic","Standalone","For Sale","USD",20,"N/A","N/A","GameHead","1629","N/A","N/A",66,"453741","772440","","0000-00-00","Q2 2026",""
"Trick to the Future","Standalone","For Sale","USD",20,"N/A","N/A","GameHead","1629","N/A","N/A",100,"456965","777853","","0000-00-00","Q2 0226",""
"Questline","Standalone","For Sale","USD",19.95,"USD",19.95,"Thunderworks Games","2447","N/A","N/A",79,"470190","800465","TWK4120","2026-08-04","",""
"Tenpenny Parks: Innovation Expansion","Expansion","For Sale","USD",44.95,"USD",44.95,"Thunderworks Games","2447","N/A","N/A",43,"450787","766658","TWK3007","0000-00-00","",""
"Tenpenny Parks: Winter Lights & Spooky Nights Expansion","Expansion","For Sale","USD",29.95,"USD",29.95,"Thunderworks Games","2447","N/A","N/A",41,"443087","753357","TWK3008","0000-00-00","",""
"Tenpenny Parks: Collector's Edition","Standalone","For Sale","USD",134.95,"USD",134.95,"Thunderworks Games","2447","N/A","N/A",60,"455900","776043","","0000-00-00","",""
"Holiday Hills","Standalone","For Sale","USD",69,"N/A","N/A","Chris Couch Games","Booth 2753","N/A","N/A",70,"421217","714261","","2025-12-00","",""
"Jingle Bell Roll","Standalone","For Sale","USD",25,"N/A","N/A","Chris Couch Games","Booth 2753","N/A","N/A",68,"443697","754470","","2025-12-00","",""
"Garden Club","Standalone","For Sale","USD",45,"N/A","N/A","Chris Couch Games","Booth 2753","N/A","N/A",84,"456424","776989","","0000-00-00","Q3 2026",""
"Oath: New Foundations","Expansion","Demo","N/A","N/A","N/A","N/A","Buried Giant Studios","1555","N/A","N/A",28,"420719","713374","","2025-11-00","",""
"Arcs: Beyond the Reach Campaign Expansion","Expansion","Demo","N/A","N/A","N/A","N/A","Buried Giant Studios","1555","N/A","N/A",13,"468035","796869","","2027-00-00","",""
"Caminito","Standalone","Demo","N/A","N/A","N/A","N/A","Breaking Games","567","N/A","N/A",13,"474922","808451","","0000-00-00","",""
"PAC-MAN Craze Maze","Standalone","For Sale","USD",15,"N/A","N/A","No Loading Games","2321","N/A","N/A",7,"465348","792019","","0000-00-00","",""
"Lost Ruins of Arnak: Surprise Shipment","Standalone","For Sale","USD",19.99,"USD",19.99,"Czech Games Edition (CGE)","Room 235","N/A","N/A",88,"475207","809005","","2026-07-30","",""
"Many Faces of Snoopy","Standalone","For Sale","USD",24.99,"N/A","N/A","Cryptozoic Entertainment","801","N/A","N/A",7,"475237","809077","","0000-00-00","",""
"Tear-a-Part","Standalone","For Sale","USD",24.99,"N/A","N/A","Cryptozoic Entertainment","801","N/A","N/A",4,"435926","739936","","0000-00-00","",""
"Mechs vs. Minions","Standalone","Demo","USD",74.99,"N/A","N/A","Incredible Dream Studios","Hall B: Incredible Dream HQ","N/A","N/A",19,"209010","805845","","2026-00-00","",""
"Mechs vs. Minions","Standalone","Demo","USD",199.99,"N/A","N/A","Incredible Dream Studios","Hall B: Incredible Dream HQ","N/A","N/A",19,"209010","805846","","2026-00-00","",""
"Planetary Parade","Standalone","Demo","N/A","N/A","N/A","N/A","Sentient Games LLC","Location: 1907 (Around the Stump Games)","N/A","N/A",6,"475255","809105","","2027-00-00","",""
"Earth Express","Standalone","Demo","N/A","N/A","N/A","N/A","Inside Up Games","1842","N/A","N/A",95,"467570","796014","IUG026","0000-00-00","",""
"Mini Rogue: The Council","Standalone","For Sale","USD",29,"N/A","N/A","Nuts! Publishing","#229","N/A","N/A",29,"417020","706466","","2026-02-00","",""
"Guerre Eclair","Standalone","For Sale","USD",29.9,"N/A","N/A","Nuts! Publishing","#229","N/A","N/A",14,"296425","738688","","2026-04-24","",""
"SPELL","Standalone","For Sale","USD",15,"N/A","N/A","Nuts! Publishing","#229","N/A","N/A",9,"286363","671105","","2024-00-00","Q4 2026",""
"Tenby","Standalone","For Sale","USD",30,"N/A","N/A","Mighty Boards","131","N/A","N/A",147,"407233","772123","","2025-11-00","",""
"Pinched!","Standalone","For Sale","USD",35,"N/A","N/A","Mighty Boards","131","N/A","N/A",42,"450685","766477","","2025-10-00","",""
"Red North","Standalone","For Sale","USD",25,"N/A","N/A","Mighty Boards","131","N/A","N/A",30,"447737","761208","","2025-10-00","",""
"For the Gods!","Standalone","Demo","N/A","N/A","N/A","N/A","Mighty Boards","131","N/A","N/A",106,"444234","755334","","0000-00-00","Q4 2026",""
"Altay: Seafarers Expansion","Expansion","For Sale","USD",34.9,"N/A","N/A","Ares Games","331","N/A","N/A",11,"454723","774138","ARTG030","2026-02-00","",""
"Yotei","Standalone","Demo","N/A","N/A","N/A","N/A","Mighty Boards","131","N/A","N/A",77,"456860","794310","","0000-00-00","",""
"The Gang: More Players","Expansion","For Sale","USD",9.95,"USD",8.96,"KOSMOS","2605","N/A","N/A",45,"462190","786677","683891","2026-03-05","Q2 2026",""
"Wildblooms","Standalone","For Sale","USD",29.95,"USD",26.96,"KOSMOS","2605","N/A","N/A",15,"446878","786972"," 684693","2025-10-15","Q2 2025",""
"EXIT: The Game – The Circus Mystery","Standalone","For Sale","USD",17.95,"USD",16.16,"KOSMOS","2605","N/A","N/A",14,"445019","784437","692888","0000-00-00","Q1 2026",""
"EXIT: The Game – Kids: The Great Bee-scape","Standalone","For Sale","USD",17.95,"USD",16.16,"KOSMOS","2605","N/A","N/A",5,"449213","784436","692870","0000-00-00","Q1 2026",""
"Eat Your Veggies!","Standalone","Demo","USD",20,"N/A","N/A","Everything's on the Table","We are moving around each day, but you can find our ticketed events!","N/A","N/A",3,"456003","776219","","0000-00-00","",""
"Sky 5","Standalone","For Sale","USD",14.99,"N/A","N/A","Druid City Games","Room 140 - AllPlay Partner Room","N/A","N/A",40,"466022","793468","","0000-00-00","",""
"Madcala","Standalone","For Sale","USD",49.99,"N/A","N/A","Druid City Games","Room 140 - AllPlay Partner Room","N/A","N/A",48,"414764","702427","","2025-10-00","",""
"Off With Their Heads!","Standalone","For Sale","USD",24.99,"N/A","N/A","Druid City Games","Room 140 - AllPlay Partner Room","N/A","N/A",55,"445476","757419","","0000-00-00","",""
"Black Flag!","Standalone","For Sale","N/A","N/A","N/A","N/A","DV Games","2109","N/A","N/A",22,"472803","804787","DVG9123","2026-07-28","",""
"Combo Creatures: The Witty Ones","Standalone","For Sale","N/A","N/A","N/A","N/A","DV Games","2109","N/A","N/A",12,"472805","804793","DVG9707","2026-07-28","",""
"Zenith: Secret Agents","Expansion","For Sale","USD",10,"USD",10,"PlayPunk","Luma Imports: 2841","N/A","N/A",49,"453941","772802","","0000-00-00","",""
"World Order","Standalone","For Sale","USD",85,"USD",85,"Hegemonic Project Games","Luma Imports: 2841","N/A","N/A",72,"403150","684205","","2026-05-00","",""
"World Order: World in Turmoil","Expansion","For Sale","USD",25,"USD",25,"Hegemonic Project Games","Luma Imports: 2841","N/A","N/A",31,"432708","734617","","2026-03-00","Q1 2026",""
"World Order: Diplomacy & Dominance","Expansion","For Sale","USD",25,"USD",25,"Hegemonic Project Games","Luma Imports: 2841","N/A","N/A",30,"463353","799281","HPG_WO_DND","0000-00-00","",""
"Alhambra: Family & Friends Edition","Standalone","For Sale","USD",40,"USD",40,"Queen Games","Luma Imports: 2841","N/A","N/A",14,"433587","736225","10802","0000-00-00","",""
"Fox Grove","Standalone","For Sale","USD",40,"USD",40,"Queen Games","Luma Imports: 2841","N/A","N/A",20,"459195","781921","","0000-00-00","",""
"Ronin","Standalone","For Sale","USD",60,"USD",60,"Queen Games","Luma Imports: 2841","N/A","N/A",14,"443707","754484","","2025-10-00","",""
"Compile: Main 3","Standalone","For Sale","USD",25,"USD",25,"Synapses Games","Luma Imports: 2841","N/A","N/A",62,"469090","798651","COMP-MN03","0000-00-00","Q3 2026",""
"Compile: Aux 3","Expansion","For Sale","USD",6,"USD",6,"Synapses Games","Luma Imports: 2841","N/A","N/A",30,"469091","798652","COMP-AX03","0000-00-00","Q3 2026",""
"Medium: The Hand of Fate","Standalone","For Sale","USD",25,"USD",25,"Synapses Games","Luma Imports: 2841","N/A","N/A",13,"436218","796302","MED02EN","0000-00-00","Q3 2026",""
"Maglev Maps: Volume 2","Expansion","For Sale","N/A","N/A","N/A","N/A","Bézier Games","237","N/A","N/A",29,"437651","743276","","2026-06-00","",""
"Munchkin Warhammer 40,000: Grudges And Gore","Expansion","For Sale","N/A","N/A","N/A","N/A","Steve Jackson Games","Booth 1401","N/A","N/A",2,"472266","803740","SJG4493","2026-03-30","",""
"Brigand's Bluff","Standalone","For Sale","N/A","N/A","N/A","N/A","Steve Jackson Games","Booth 1401","N/A","N/A",3,"472264","803738","SJG131359","0000-00-00","",""
"The Witches of Willowspur","Standalone","For Sale","USD",79.99,"USD",79.99,"Devious Weasel Games","1541","N/A","N/A",25,"466328","794000","DWE8000","0000-00-00","Q3 2026",""
"Sprout","Standalone","Demo","N/A","N/A","N/A","N/A","Rabble","2140","N/A","N/A",25,"424885","720908","","0000-00-00","",""
"Super Auto Pets Card Battle: Golden Pack","Standalone","For Sale","USD",20,"USD",20,"Plaid Hat Games","2229","N/A","N/A",23,"472278","803788","","2026-08-00","",""
"Super Auto Pets Card Battle: Magic Pack","Standalone","For Sale","USD",20,"USD",20,"Plaid Hat Games","2229","N/A","N/A",21,"472279","803792","","2026-08-00","",""
"Summoner Wars (Second Edition): Thornhold Drey Faction Deck","Expansion","For Sale","USD",15,"USD",15,"Plaid Hat Games","2229","N/A","N/A",10,"472280","803793","","2026-06-00","",""
"Summoner Wars (Second Edition): Moonsteppe Wolves Faction Deck","Expansion","For Sale","USD",15,"USD",15,"Plaid Hat Games","2229","N/A","N/A",11,"472281","803794","","2026-06-00","",""
"Bordeaux","Standalone","For Sale","USD",15,"USD",9,"Road To Infamy Games (R2i Games)","Allplay booth","N/A","N/A",62,"451034","767109","","0000-00-00","",""
"Skyward Republic","Standalone","For Sale","USD",34.99,"N/A","N/A","Good Games Publishing","Booth 2543","N/A","N/A",68,"464564","790852","GGP030","2026-08-18","",""
"Mythic Baths","Standalone","For Sale","USD",29.99,"N/A","N/A","Good Games Publishing","Booth 2543","N/A","N/A",86,"464563","790851","GGP028","2026-06-18","",""
"Winds of Numa Sera","Standalone","Demo","N/A","N/A","N/A","N/A","Good Games Publishing","Booth 2543","N/A","N/A",46,"411372","797806","GGP029","2026-06-18","",""
"Tianxia: Silk Road","Expansion","For Sale","N/A","N/A","N/A","N/A","Board&Dice","2527","N/A","N/A",19,"465739","792749","","2026-08-02","",""
"The Trial of the Forest","Standalone","For Sale","USD",59,"USD",59,"Rebel Studio","817","N/A","N/A",34,"449725","764642","","0000-00-00","",""
"The Last Kingdom: Destiny is All","Standalone","For Sale","USD",34.99,"N/A","N/A","Upper Deck Entertainment","1205","N/A","N/A",5,"467207","795411","","2026-00-00","",""
"North American Railways","Standalone","For Sale","USD",30,"N/A","N/A","Crafty Games","155","N/A","N/A",12,"191438","805586","CFG75005","2026-09-01","",""
"Ostia: Mariner Edition","Standalone","Demo","USD",90,"N/A","N/A","Crafty Games","155","N/A","N/A",64,"469388","799138","","0000-00-00","Q3 2026",""
"Canvas Critters","Standalone","For Sale","USD",24.99,"N/A","N/A","3WS Games","booth #231","N/A","N/A",19,"414603","702187","3WSCCRBG001","2025-08-00","",""
"Rascally Rabbits","Standalone","Demo","USD",25,"N/A","N/A","Sunrise Tornado Game Studio","demo event and First Exposure","N/A","N/A",22,"447276","760411","","0000-00-00","",""
"Drillers","Standalone","For Sale","USD",60,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",251,"465669","792620","","0000-00-00","Q3 2026",""
"Codenames: Critical Role Adventures","Standalone","For Sale","USD",40,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",65,"465849","793165","","0000-00-00","Q3 2026",""
"Codenames: Fairy Tales Expansion Pack","Expansion","For Sale","USD",10,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",37,"464602","790925","","0000-00-00","Q2 2026",""
"Codenames: Sci-Fi Expansion Pack","Expansion","For Sale","USD",10,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",36,"464604","790927","","0000-00-00","Q2 2026",""
"Codenames: Pictures – Cute Critters Expansion Pack","Expansion","For Sale","USD",10,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",30,"464600","790922","","0000-00-00","Q2 2026",""
"Codenames: Critical Role Adventures – Vox Machina Expansion Pack","Expansion","For Sale","USD",12,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",30,"465851","793171","","0000-00-00","Q3 2026",""
"SETI: Space Agencies","Expansion","For Sale","USD",30,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",160,"445048","756741","CGE00134","2025-10-23","",""
"Raindrops","Standalone","For Sale","USD",29,"USD",30,"DV Games","2109","N/A","N/A",45,"462541","787294","DVG9095","0000-00-00","",""
"Panda Royale: Mayhem Expansion Set","Expansion","For Sale","USD",20,"USD",18,"Last Night Games","2209","N/A","N/A",38,"466031","793481","LNG2026PANDAMAYEXP","0000-00-00","Q2 2026",""
"Feather Lane","Standalone","For Sale","USD",35,"USD",30,"Last Night Games","2209","N/A","N/A",19,"462963","787959","LNG2026FTHR","0000-00-00","Q2 2026",""
"Dragons of Etchinstone: Northvale","Expansion","For Sale","USD",12,"N/A","N/A","Chip Theory Games","1317","N/A","N/A",16,"409837","753900","DOE-ADD-001/DR-NOR-2025-1","2025-12-00","",""
"Dragons of Etchinstone: Siege","Expansion","For Sale","USD",12,"N/A","N/A","Chip Theory Games","1317","N/A","N/A",16,"443422","753905","DOE-ADD-02/DR-SIE-2025-1","0000-00-00","",""
"Dragons of Etchinstone","Standalone","For Sale","USD",15,"N/A","N/A","Chip Theory Games","1317","N/A","N/A",24,"367086","760439","","0000-00-00","",""
"Ashes Ascendancy","Standalone","For Sale","USD",50,"USD",40,"Plaid Hat Games","2229","N/A","N/A",22,"437290","742561","","2025-12-10","",""
"Ashes Ascendancy: Natural Magic Expansion","Expansion","For Sale","USD",40,"USD",40,"Plaid Hat Games","2229","N/A","N/A",17,"472285","803799","","2026-06-00","",""
"Neko Syndicate","Standalone","For Sale","USD",30,"N/A","N/A","25th Century Games","2219","N/A","N/A",50,"415792","742037","","2025-10-00","",""
"A Familiar Find","Standalone","For Sale","USD",24.99,"USD",24.99,"Darrington Press","2639","N/A","N/A",16,"465239","791852","","2026-04-07","",""
"Nains","Standalone","For Sale","USD",49.99,"USD",49.99,"GRRRE Games","Dice Tower Booth - 249","N/A","N/A",88,"432229","804681","","0000-00-00","",""
"Brumble Quest","Standalone","For Sale","USD",10,"USD",10,"Plaid Hat Games","2229","N/A","N/A",16,"474443","807698","","2026-07-30","",""
"Realtalk: Fourth Wing","Standalone","For Sale","USD",14.95,"N/A","N/A","KOSMOS","2605","N/A","N/A",3,"473909","806785","686574","0000-00-00","",""
"Brave & Bold: Bag Building Combat Game","Standalone","For Sale","USD",32.5,"USD",27,"Resurrection Games","Booth#3054","N/A","N/A",63,"464449","790645","","2026-09-04","",""
"Scooby-Doo Mystery Masquerade","Standalone","For Sale","USD",37.95,"USD",33,"Resurrection Games","Booth#3054","N/A","N/A",20,"468275","797310","RGC-WB05001FP25","2026-06-15","",""
"Game of Thrones: Masters of Intrigue","Standalone","For Sale","USD",24.95,"USD",21,"Resurrection Games","Booth#3054","N/A","N/A",21,"468290","797334","RGC-WB04002FP25","2026-06-15","",""
"Looney Tunes: Hunting Wabbits","Standalone","For Sale","USD",24.95,"USD",21,"Resurrection Games","Booth#3054","N/A","N/A",27,"468289","797333","RGC-WB04001FP25","2026-06-15","",""
"Seeker of Spells","Standalone","For Sale","USD",25,"USD",25,"MindWare","2002","N/A","N/A",21,"465254","791879","","2026-02-00","",""
"Trail to the Temple","Standalone","For Sale","USD",30,"USD",30,"MindWare","2002","N/A","N/A",57,"464332","790408","","2026-07-30","",""
"The Red Dragon Inn 10","Standalone","For Sale","USD",49.95,"N/A","N/A","SlugFest Games","1329","N/A","N/A",23,"455834","775937","","0000-00-00","Q3 2026",""
"Hotshots","Standalone","Demo","USD",49.95,"USD",49.95,"Fireside Games","2228","N/A","N/A",31,"218050","797524","FSD1024","2026-00-00","",""
"War of the Ring: The Card Game – Hope and Despair","Expansion","Demo","N/A","N/A","N/A","N/A","Ares Games","331","N/A","N/A",33,"463092","788179","WOTR104","0000-00-00","Q4 2026",""
"War of the Ring: Sieges of Middle-earth","Expansion","Demo","N/A","N/A","N/A","N/A","Ares Games","331","N/A","N/A",34,"463030","788077","WOTR025","0000-00-00","Q4 2026",""
"Mystic Curling Club","Standalone","For Sale","N/A","N/A","USD",40,"Asmadi Games","Booth #2555","N/A","N/A",50,"447729","761193","","2026-08-01","",""
"Chess Joker","Standalone","For Sale","N/A","N/A","USD",40,"Asmadi Games","Booth #2555","N/A","N/A",19,"447728","761191","","2026-08-01","",""
"Relative Space","Standalone","For Sale","USD",19.99,"USD",19.99,"3WS Games","Booth 231","N/A","N/A",59,"442507","752389","","2026-00-00","",""
"Ascendancy: Underworld","Expansion","Demo","N/A","N/A","N/A","N/A","One More Turn Games","2745","N/A","N/A",13,"437188","742385","","2026-08-01","",""
"Digging For Dinos","Standalone","For Sale","USD",29.99,"USD",29.92,"3WS Games","Booth 231","N/A","N/A",42,"414633","702222","","0000-00-00","Q4 2025",""
"Cattywampus","Standalone","For Sale","USD",24.99,"USD",24.99,"3WS Games","Booth 231","N/A","N/A",28,"442509","752392","","0000-00-00","Q4 2025",""
"Cola Wars","Standalone","Demo","N/A","N/A","N/A","N/A","One More Turn Games","2745","N/A","N/A",85,"429373","728952","","0000-00-00","",""
"Lion Dancers","Standalone","Demo","N/A","N/A","N/A","N/A","Hot Banana Games","2105","N/A","N/A",31,"454518","773827","","2027-00-00","",""
"Moon Bunny","Standalone","For Sale","USD",45,"N/A","N/A","Hot Banana Games","2105","N/A","N/A",40,"377991","645462","","2025-09-17","",""
"Steam Up: Twelve Zodiacs Card Game","Standalone","Demo","N/A","N/A","N/A","N/A","Hot Banana Games","2105","N/A","N/A",21,"464055","789987","","2027-00-00","",""
